Title,Media_Type,Author,Identity,Count
The life of a miner,Book,"Kalman, Bobbie, 1947-",0778700771 (RLB)\0778701093 (paper),1
The life of birds,Book,"Attenborough, David",069101633X,1
The life of Greece,Book,"Durant, Will,",,1
The life of Greece,Book,"Durant, Will,",,1
The life of John Wesley Hardin,Book,"Hardin, John Wesley,",806110511,1
"The life of Our Lord : written for his children during the years, 1846-1849",Book,"Dickens, Charles, 1812-1870.",684865378,1
Life of Pi : a novel,Book,"Martel, Yann.",151008116,1
Life on a plantation,Book,"Kalman, Bobbie",0865054355 (lib. bdg.),1
Life on Mars,Book,"Brown, Jennifer,",9.78E+12,1
Life on planet mom : a down-to-earth guide to your changing relationships,Book,"Bergren, Lisa Tawn.",9780800733650 (pbk.),1
Life on the Mississippi,Book,"Twain, Mark,",,1
Life on the Mississippi,Book,"Twain, Mark",,1
Life or death,Book,"Robotham, Michael,",9780316252058 (cloth),1
"Life skills for teens : how to cook, clean, manage money, fix your car, perform first aid, and just about everything in between",Book,"Harris, Karen,",9781951806408 1951806409,1
"Life strategies : doing what works, doing what matters",Book,"McGraw, Phillip C.,",786865482,1
Life support,Book,"Gerritsen, Tess.",671553038,1
Life with father,Book,"Day, Clarence, 1874-1935.",895774941,1
Life without limits : inspiration for a ridiculously good life,Book,"Vujicic, Nick.",9780307589736 (alk. paper) 0307589730 (alk. paper),1
Life without summer,Book,"Griffin, Lynne Reeves.",9780312599546 (pbk.) 0312599544 (pbk.),1
The life you were born to live : a guide to finding your life  purpose,Book,"Millman, Dan.",0915811456 091581160X,1
The life you've always wanted : spiritual disciplines for ordinary people,Book,"Ortberg, John.",0310246954 (alk. paper),1
Life's a beach,Book,"Cook, Claire,",9781401340780 9781401303242,1
Life's golden ticket : an inspirational novel,Book,"Burchard, Brendon.",0061173908 9780061173905,1
Life's Too Short Not To Live It As A Texan,Book,"Hein, Peg & Lewis, Kathryn",0-9628815-0-3,1
"Life, the universe, and everything.",Book,"Adams, Douglas, 1952-",517548747,1
"The life, times, and treacherous death of Jesse James",Book,"Triplett, Frank.",1568521774,1
The life-changing magic of tidying up : the Japanese art of decluttering and organizing,Book,"Kondo, Marie,",9.78E+12,1
Lifeguard,Book,"Patterson, James",316057851,1
Lifetime encyclopedia of letters,Book,"Meyer, Harold E., 1920-",0132568012 (CD ROM package)\0135295467 (Book)\0132676753 (Diskettes package),1
Lift,Book,"Lê, Minh,",9781368036924 1368036929,1
Light,Book,"Verdet, Jean-Pierre.",590483277,1
Light,Book,"Woodford, Chris.",1410302970 (hardback : alk. paper) 1410302962 (pbk. : alk. paper),1
Light a penny candle,Book,"Binchy, Maeve.",0670428272\0451203046 (pbk.),1
The light between oceans : a novel,Book,"Stedman, M. L.",9781451681758 (pbk.) 9781451681734,1
The light beyond,Book,"Moody, Raymond A.",553052853,1
Light from heaven,Book,"Karon, Jan",0670034533 (hbk.),1
Light in August,Book,"Faulkner, William, 1897-1962.",0679732268 (pbk.),1
A light in the attic,Book,"Silverstein, Shel.",9780061905858 0061905852 9780061905865 (lib. bdg.),1
A light in the mist,Book,"Hunter, Erin.",9780062823885 (hc.) 9780062823892 (lib.bdg.),1
The Light in the Ruins,Book,"Bohjalian, Chris,",9780385534819 9780307743923,1
A light in the wilderness : a novel,Book,"Kirkpatrick, Jane,",9780800722319  0800722310,1
A light in the window,Book,"Karon, Jan, 1937-",140254544,1
A light in Zion,Book,"Thoene, Bodie, 1951-",0871239906 (pbk.),1
The Light of Home: Ten Inspiring Stories of a Strong Family,Book,"Trent, Dr. John",736910174,1
The light of other days,Book,"Clarke, Arthur Charles, 1917-",0312871996 (alk. paper),1
Light of the world,Book,"Burke, James Lee,",9.78E+12,1
The light on Hogback Hill,Book,"DeFelice, Cynthia C.",002726453X,1
Light on snow : a novel,Book,"Shreve, Anita.",316781487,1
Light the stars,Book,"Thayne, RaeAnne.",9780373003273 0373003277,1
The light years,Book,"Greene, R. W. W.,",9780857668363 0857668366,1
"Light, color, & lenses",Book,"Robson, Pam.",0531174077 0531173739,1
Lighthouse,Book,"O'Hara, Megan",1560657251,1
The lighthouse,Book,"James, P. D.",030726291X,1
Lighthouse Brides: Four Romantic Novellas Spotlighting Lighthouse Heroines,Book,"Boeshaar, Andrea",1593108354,1
The lighthouse children,Book,"Hoff, Syd, 1912-",0064441784 (pbk.),1
The lighthouse mystery,Book,"Warner, Gertrude Chandler, 1890-",9780807545461 0807545465,1
The lightkeeper's ball : a Mercy Falls novel,Book,"Coble, Colleen.",9.78E+12,1
The lightkeeper's bride : a Mercy Falls novel,Book,"Coble, Colleen.",9781595542663  1595542663,1
The lightkeeper's daughter : a Mercy Falls novel,Book,"Coble, Colleen.",9781595542670 1595542671,1
Lightning,Book,"Steel, Danielle.",0385314884 (limited ed.) 0385311923,1
Lightning and other wonders of the sky.,Book,"Pearce, Q. L.",0671685341 (lib. bdg.)\0671686488 (pbk.),1
The lightning rod,Book,"Meltzer, Brad,",9.78E+12,1
The lightning thief,Book,"Riordan, Rick.",0786856299 9780786856299,1
Lightning! and thunderstorms,Book,"Graf, Mike.",689820186,1
Lightning.,Book,"Koontz, Dean R.",9780425192030 (Berkley pbk.) 0425192032 (pbk) 0399133194,1
Lightposts for living : the art of choosing a joyful life,Book,"Kinkade, Thomas,",446525227,1
Lights around the palm,Book,"Jukes, Mavis",0394983998 (lib. bdg.)\0394883993,1
Lights out tonight,Book,"Clark, Mary Jane Behrends.",0312323174 9780312323172,1
Like a watered garden : a novel,Book,"Hill, Patti",0764229370 (trade pbk.),1
Like dandelion dust,Book,"Kingsbury, Karen.",1931722854 9781931722858,1
Like gold refined,Book,"Oke, Janette, 1935-",764221612,1
Like sweet potato pie,Book,"Spinola, Jennifer Rogers.",9781616263652 (pbk.) 1616263652 (pbk.),1
"Like Water for Chocolate : a novel in monthly installments, with recipes, romances, and home remedies",Book,"Esquivel, Laura,",385420161,1
Lilac girls : a novel,Book,"Kelly, Martha Hall.",9781101883082 9781101883075,1
The Lilies of the Field.,Book,"Barrett, William E.",,1
Lilly's big day,Book,"Henkes, Kevin,",9780062313584  0062313584,1
Lilly's purple plastic purse,Book,"Henkes, Kevin",439662311,1
The lily cupboard.,Book,"Oppenheim, Shulamith Levey.",0060246707 (lib. bdg.)\0060246693,1
Lily Rose: A Novel,Book,"Robinson, Deborah",9.78E+12,1
Lily's crossing,Book,"Giff, Patricia Reilly",385321422,1
Limitations,Book,"Turow, Scott.",0312426453 9780312426453,1
The Limpopo Academy of Private Detection,Book,"Smith, Alexander McCall",978-1-59413-604-7,1
Lin McLean,Book,"Wister, Owen,",9780812580440 (pbk.) 0812580443 (pbk.) :,1
Lincoln as I knew him,Book,,156512166X,1
The Lincoln highway,Book,"Towles, Amor,",9.78E+12,1
The Lincoln lawyer : a novel,Book,"Connelly, Michael, 1956-",316734934,1
The Lincoln myth : a novel,Book,"Berry, Steve,",9.78E+12,1
Lincoln's grave robbers,Book,"Sheinkin, Steve.",0545405726 9780545405720,1
"Lincoln, the unknown",Book,"Carnegie, Dale, 1888-1955.",,1
Lincoln: a life of purpose and power,Book,"Carwardine, Richard",1400044561,1
Lincoln: a photobiography,Book,"Freedman, Russell",899193803,1
Linda Evans beauty and exercise book :    inner and outer beauty.,Book,"Evans, Linda, 1942- ",0671464981 (pbk.),1
Lindbergh : a biography,Book,"Mosley, Leonard",0385095783 :,1
Lindsey,Book,"Atkinson, Chryssa.",1584854502,1
A line in the sand : Saudi Arabia's role in the Gulf War,Book,"Nyang, Sulayman S.",964548607,1
"A line in the sand : the Alamo diary of Lucinda Lawrence, [Gonzales, Texas, 1835]",Book,"Garland, Sherry.",590394665,1
Line of Duty,Book,"Blackstock, Terri,",0310250641 (pbk.),1
Line of fire,Book,"Griffin, W. E. B.",0399136711 (acid-free paper)\039913493X (v. 5),1
A lineage of grace : five stories of unlikely women who changed eternity,Book,"Rivers, Francine,",9780842356329  0842356320,1
Lion,Book,"Henning, Heather",752599712,1
The lion : a novel,Book,"DeMille, Nelson.",9780446580830  044658083X,1
Lion and lamb,Book,"Brenner, Barbara.",055334692X (pbk.),1
The lion and the mouse and the invaders from Zurg : a graphic novel,Book,"Harper, Benjamin,",9781496554222 (library binding) 9781496554260 (pbk.),1
A lion called Christian,Book,"Bourke, Anthony.",9.78E+12,1
The Lion Guard : return of the roar,Book,"Saxon, Victoria,",1484715519 9781484715512,1
The lion king,Book,,717283534,1
The Lion King,Book,"Disney, Walt",1570820872,1
The lion king II.,Book,"Saxon, Victoria",1570828768,1
Lion manes,Book,"Kompelien, Tracy,",1596799498 (hardcover) 1596799501 (softcover),1
Lion of babylon,Book,"Bunn, T. Davis,",9.78E+12,1
The lion's game : a novel,Book,"DeMille, Nelson.",446520659,1
"The lion, the witch, and the wardrobe",Book,"Lewis, C. S., 1898-1963.",0064409422 (pbk.),1
Lionel at large.,Book,"Krensky, Stephen.",0803702418 (lib. bdg.)\080370240X,1
Lions,Book,"Albee, Sarah.",1599390353 9781599390352,1
Lions and tigers,Book,"Arundel, Jocelyn",912186127,1
Lions at Lunchtime,Book,"Osborne, Mary Pope.",9780679883401 (pbk.) 0679983406 (lib. bdg.) 9780679983408 0590706373 0679883401 (pbk.) 9780780783171 0780783174,1
The lions of Fifth Avenue,Book,"Davis, Fiona,",9781524744618 1524744611,1
The Lions of Lucerne,Book,"Thor, Brad.",9.78E+12,1
Lip service,Book,"Mallery, Susan.",9780373773725 (pbk.) 0373773722 (pbk.),1
Lise Meitner : discoverer of nuclear fission,Book,"Barron, Rachel.",1883846528,1
Lisey's story : a novel,Book,"King, Stephen,",9.78E+12,1
The list,Book,"Martini, Steve,",0399142614 (acid-free paper),1
The list,Book,"Whitlow, Robert,",9780849945182 (pbk.),1
Listen to the rain,Book,"Martin, Bill, 1916-",805006826,1
Listen to Your Heart,Book,"Michaels, Fern.",1575665727,1
"Literary criticism--Essays on literature, American writers, English writers",Book,"James, Henry,",940450224,1
Literary criticism--French writers ; Other European writers ; The Prefaces to the New york edition,Book,"James, Henry",0-940450-23-2,1
Literature : an introduction to reading and writing,Book,"Roberts, Edgar V.",130184012,1
Literature and the writing process,Book,"McMahan, Elizabeth.",131891022,1
The literature of England; : an anthology and a history,Book,"Anderson, George Kumler,",,1
The litigators,Book,"Grisham, John.",9780345530561 9780385535137,1
Little altars everywhere,Book,"Wells, Rebecca,",0913089257 (acid-free paper) :,1
Little Babymouse and the Christmas cupcakes,Book,"Holm, Jennifer L.,",9.78E+12,1
Little Bear,Book,"Minarik, Else Holmelund.",0437960080 (sd),1
Little Bear and his teddy bear,Book,"Renahan, Doug",891370609,1
Little Bear finds a friend,Book,"Meyer, Kathleen Allan, 1918-",874038154,1
The Little Bear treasury,Book,"Minarik, Else Holmelund.",60273984,1
Little bear's big adventure,Book,"Meyer, Kathleen Allan, 1918-",874037069,1
Little Bear's friend,Book,"Minarik, Else Holmelund.",0060242566\0060242558,1
Little Bee,Book,"Cleave, Chris.",9781416589648 (pbk.) 1416589643 (pbk.),1
A Little bit wicked,Book,"Alexander, Victoria.",9780060882624 (pbk) 006088262X (pbk),1
Little bitty lies,Book,"Andrews, Mary Kay,",0060566698 9780060566692,1
Little blue and little yellow : a story for Pippo and other children,Book,"Lionni, Leo, 1910-",0688132855 (paper),1
Little Blue Truck,Book,"Schertle, Alice.",9780547248288 (board pages),1
Little Blue Truck's Halloween : a lift-the-flap book!,Book,"Schertle, Alice,",9780544772533 0544772539,1
The little book,Book,"Edwards, Selden.",9780525950615 0525950613,1
Little Bot and Sparrow,Book,"Parker, Jake,",9.78E+12,1
Little boy blue :  and other rhymes,Book,,763603546,1
The little brown Jay : a tale from India,Book,"Claire, Elizabeth.",1879531178 : 1879531232: 1879531445:,1
Little Bunny Bobkin,Book,"Riordan, James,",0439104831 (pbk.),1
Little Bunny's pacifier plan,Book,"Boelts, Maribeth, 1964-",0807545813 (hardcover),1
The little butterfly,Book,"Shahan, Sherry",679888098,1
Little by little,Book,"Stewart, Amber",0545061644 (HC) 9780545061643,1
Little cats.,Book,"Kalman, Bobbie, 1947-",0865057117\0865056110 (lib. bdg.),1
Little Chick's big day,Book,"Kwitz, Mary DeBall.",0060236671\006023668X (lib. bdg.),1
"Little Chick's friend, Duckling",Book,"Kwitz, Mary DeBall.",0060236388\0060236396 (lib. bdg.),1
The little Christmas tree,Book,"Mayer, Mercer, 1943-",1577685830 (pbk.),1
Little cloud,Book,"Carle, Eric.",0399230343 (hc),1
The little cowboy and the big cowboy,Book,"Hillert, Margaret.",813650763,1
Little Critter sleeps over,Book,"Mayer, Mercer, 1943-",307262030,1
Little dead riding hood,Book,"Blevins, Wiley,",9.78E+12,1
The little dog laughed : and other nursery rhymes,Book,,525445730,1
Little earthquakes : a novel,Book,"Weiner, Jennifer.",9780743470100 (pbk.) 0743470109 (pbk.),1
The little engine that could & The big chase,Book,"Muntean, Michaela.",448190958,1
The little engine that could : and the fire rescue,Book,"Bryant, Megan E.",044843279X,1
The little engine that could gets a checkup,Book,"Piper, Watty,",0448431793 (pbk.),1
The Little Engine that Could goes on a class trip,Book,"Piper, Watty,",0448431807 (pbk.),1
The little engine that could.,Book,"Piper, Watty, pseud.",0448405202 (trade ed.)\044813022X (library ed.),1
Little Firefly :    an Algonquian legend.,Book,"Cohlene, Terri, 1950-",865930058,1
Little fires everywhere.,Book,"Ng, Celeste,",9.78E+12,1
Little fox in the forest,Book,"Graegin, Stephanie,",9780553537895 055353789X 9780553537901 0553537903,1
The little French bistro,Book,"George, Nina,",9780451495600 0451495608,1
The little friend,Book,"Tartt, Donna.",1400031699,1
The little giants :  U.S. escort carriers against Japan,Book,"Y'Blood, William T., 1937-",870212753,1
Little gorilla,Book,"Bornstein, Ruth",395287731,1
Little Gray One,Book,"Wahl, Jan.",0688120385 (lib. bdg.)\0688120377,1
The Little Hands big fun craft book : creative fun for 2- to 6-year-olds,Book,"Press, Judy,",913589969,1
Little hands celebrate America! : learning about the U.S.A through crafts & activities,Book,"Hauser, Jill Frankel,",1885593937 (pbk.),1
The little house,Book,"Burton, Virginia Lee, 1909-",059041383X,1
A little house Christmas : holiday stories from the Little house books,Book,"Wilder, Laura Ingalls, 1867-1957.",0064406156 (pbk.)\0060242701 (lib. bdg.)\0060242698,1
Little house in Brookfield,Book,"Wilkes, Maria D.",0060264624 (lib. bdg.),1
Little house in the Ozarks : a Laura Ingalls Wilder sampler : the rediscovered writings,Book,"Wilder, Laura Ingalls, 1867-1957.",840775970,1
"Little house living : the make-your-own guide to a frugal, simple, and self-sufficient life",Book,"Alink, Merissa,",9.78E+12,1
Little house on the prairie;,Book,"Wilder, Laura Ingalls, 1867-1957.",64400026,1
The little island,Book,"Brown, Margaret Wise.",044040830X  0606059083,1
The little island.,Book,"MacDonald, Golden",812466586,1
Little journeys,Book,"Sherman, Jory",9.78E+12,1
Little Lamb's Easter surprise,Book,"Shaw, Gina.",0590478036 :,1
The Little lame prince,Book,"Wells, Rosemary.",0803707886 0803707894  :,1
The little lame prince and The adventures of a brownie;,Book,"Mulock, Dinah Maria, 1826-1887.",,1
Little leaders : bold women in black history,Book,"Harrison, Vashti,",9780316475112 0316475114,1
Little lost unicorn,Book,,9.78E+12,1
A little magic,Book,"Roberts, Nora.",0425183181 (pbk.),1
The little match girl,Book,"Andersen, Hans Christian, 1805-1875.",0399220070 (pbk.)\0399213368 (lib. bdg.),1
Little men :  life at Plumfield with Jo's boys,Book,"Alcott, Louisa May, 1832-1888.",,1
The little mermaid,Book,"Andersen, Hans Christian",,1
The Little Mermaid,Book,Disney,717283194,1
Little Mermaid & other stories,Book,,0866116761 :,1
The little mermaid : classic storybook,Book,"Kahn, Sheryl",1570827273,1
Little Miss Giggles,Book,"Hargreaves, Roger,",0865929300 :,1
Little Miss Spider : a Christmas wish,Book,"Kirk, David",043943677X (book),1
Little Miss Stoneybrook-- and Dawn.,Book,"Martin, Ann M., 1955-",0590415875 (pbk.),1
Little monster's Mother Goose.,Book,"Mayer, Mercer, 1943-",307137422,1
Little night,Book,"Rice, Luanne.",9.78E+12,1
The little old lady strikes again,Book,"Ingelman-Sundberg, C.",9.78E+12,1
The little old lady who broke all the rules,Book,"Ingelman-Sundberg, C.,",9781447250999 (pbk) 1447250990 (pbk) 9781447250616 (pbk) 1447250613 (pbk),1
The little old lady who was not afraid of anything,Book,"Williams, Linda D.",9780690045840  0064431835 (pbk.),1
The little painter of Sabana Grande,Book,"Markun, Patricia Maloney.",0027622053 :,1
Little Pea,Book,"Rosenthal, Amy Krouse.",081184658X,1
Little Penguin's tale,Book,"Wood, Audrey.",0152464751\0152474765 (pbk.),1
Little people color and shape shop,Book,,766603229,1
Little pilgrim's progress : from John Bunyan's classic,Book,"Taylor, Helen L.",9780802449245 0802449247 9780802447999 0802447996,1
Little polar bear finds a friend,Book,"De Beer, Hans.",155858241X,1
The little prairie hen,Book,"Leland, Debbie.",966708636,1
The Little Prince,Book,"de Saint Exupéry, Antoine.",,1
A little princess,Book,"Burnett, Frances Hodgson, 1849-1924.",0064401871 (pbk.),1
A little princess,Book,"Burnett, Frances Hodgson",766607615,1
A little princess,Book,"Burnett, Frances Hodgson.",1402712758,1
Little puff.,Book,"Hillert, Margaret.",0695804162\0695404164 (lib. bdg.),1
Little Quack's new friend,Book,"Thompson, Lauren.",9.78E+12,1
Little Rabbit's Christmas,Book,"Horse, Harry.",9.78E+12,1
Little Rabbit's first time book,Book,"Baker, Alan",753452200,1
Little Rabbit's loose tooth,Book,"Bate, Lucy.",0517551225 pbk.,1
The little red elf,Book,"McGrath, Barbara Barbieri,",9781580892360 (reinforced for library use),1
The little red fort,Book,"Maier, Brenda,",9780545859196 (hard cover : alk. paper) 0545859190 (hard cover : alk. paper),1
The little red hen,Book,"Galdone, Paul",899193498,1
The little red hen,Book,"Garner, Alan,",0789411717 0789411717,1
The little red hen,Book,,803729359,1
The little red hen (makes a pizza),Book,"Sturges, Philemon.",439228085,1
The little red hen : a favorite folk-tale,Book,"Pictures by Miller, J.P.",307960307,1
The little red lighthouse and the great gray bridge,Book,"Swift, Hildegarde Hoyt.",,1
Little Red Quacking Hood,Book,"Jones, Noah",9780545638418 (pbk.) 0545638410 (pbk.) 0545638429 (hardcover),1
Little Red Riding Hood,Book,"Goldsack, Gaby",9.78E+12,1
Little Red Riding Hood : a newfangled prairie tale,Book,"Ernst, Lisa Campbell.",689801459,1
Little Red Riding Hood.,Book,,590400614,1
The little redhen :    an old story.,Book,"Zemach, Margot.",0140505679 (pbk),1
The little reindeer,Book,"Foreman, Michael,",0803721846 (trade),1
Little Runner of the longhouse.,Book,"Baker, Betty.",64441229,1
The little sailboat and the big storm,Book,"Olesen, Erik",0963627457 (Penworthy),1
The little shop of found things,Book,"Brackston, Paula,",9781250072436 1250072433,1
Little shop of homicide : a Devereaux's dime store mystery,Book,"Swanson, Denise.",9780451236180 0451236181,1
The little snowplow wishes for snow,Book,"Koehler, Lora,",1536201170 9781536201178,1
A little spot of anger,Book,"Alber, Diane",9.78E+12,1
A little spot of anxiety,Book,"Alber, Diane",9.78E+12,1
A little spot of confidence,Book,"Alber, Diane",9.78E+12,1
The little stranger,Book,"Waters, Sarah,",9.78E+12,1
Little tails in the jungle : with Chipper & Squizzo,Book,"Brrémaud, Frédéric,",9781942367260 1942367260,1
Little tiny teeth,Book,"Elkins, Aaron J.",9.78E+12,1
Little Toot,Book,"Gramatky, Hardie,",9.78E+12,1
Little Toot on the Mississippi,Book,"Gramatky, Hardie.",,1
Little Toot on the Thames,Book,"Gramatky, Hardie.",,1
Little town at the crossroads,Book,"Wilkes, Maria D.",60269960,1
Little town on the prairie,Book,"Wilder, Laura Ingalls,",0064400077 (pbk.),1
Little Water and the gift of the animals :  a Seneca legend,Book,"Taylor, C. J. (Carrie J.), 1952-",887764002,1
The little witch sisters,Book,"Calmenson, Stephanie.",083680970X,1
Little Witch's big night,Book,"Hautzig, Deborah.",0394865871 (trade) 0394965876 (glb),1
Little women,Book,"Alcott, Louisa May, 1832-1888.",789447673,1
Little women,Book,"Alcott, Louisa May,",,1
Little women,Book,"Alcott, Louisa May.",0766607119 9780766607118,1
"Little women or Meg, Jo, Beth and Amy.",Book,"Alcott, Louisa May,",0517634899 (alk. paper) 0517189542,1
A little yuletide murder : a novel,Book,"Bain, Donald,",451194756,1
"The Little, Brown handbook",Book,"Fowler, H. Ramsey",673523144,1
The Littles,Book,"Peterson, John",0590462253 (pbk),1
The Littles and the big blizzard,Book,"Slater, Teddy.",0439203031 (pbk.),1
The Littles and the great Halloween scare,Book,"Peterson, John Lawrence, 1924-",590422359,1
The Littles and the lost children,Book,"Peterson, John Lawrence,",0590430262 (pbk.) 060604731X (Turtleback),1
The Littles and the summer storm,Book,"Slater, Teddy.",0439317193 (pbk.),1
The Littles and the terrible tiny kid,Book,"Peterson, John Lawrence, 1924-",0590455788 (pbk.),1
The Littles and the trash tinies,Book,"Peterson, John Lawrence, 1924-",0812429702\0590465953,1
The Littles and their amazing new friend,Book,"Peterson, John Lawrence, 1924-",590876120,1
The Littles go on a hike,Book,"Slater, Teddy.",439317185,1
The Littles go to school,Book,"Peterson, John Lawrence, 1924-",590421298,1
The Littles have a wedding,Book,"Peterson, John Lawrence, 1924-",590462245,1
The littlest lighthouse keeper,Book,"Howarth, Heidi.",9.78E+12,1
The littlest target,Book,"Black, Maggie K.,",9781335490254 1335490256,1
Live and learn and pass it on,Book,"Brown, H. Jackson",1558531564 (pbk.),1
Live and let die,Book,"Fleming, Ian,",1567310575 9781567310573 9780141028323 0141028327,1
Live by Night,Book,"Lehane, Dennis.",9780060004873 (hardcover) 0060004878 (hardcover),1
Live rich : everything you need to know to be your own boss,Book,"Pollan, Stephen M.",887309356,1
Live to Tell,Book,"Gardner, Lisa",9.78E+12,1
Live wire,Book,"Coben, Harlan,",9780525952060 0525952063,1
A lively form of death,Book,"Mitchell, Kay.",0312054645 :,1
The liver : a graphic novel tour,Book,"Dunn, Joeming W.",9.78E+12,1
"The lives our mothers leave us : prominent women discuss the complex, humorous, and ultimately loving relationships they have with their mothers",Book,"Davis, Patti.",9781401921620 (tradepaper : alk. paper),1
Living after Chernobyl : Ira's story,Book,"Walker, Linda",083685957X (lib. bdg.) 9780836859577 (lib. bdg.),1
Living as a child laborer : Mehboob's story,Book,"Chambers, Catherine",0836859588 9780836859584,1
Living by fiction,Book,"Dillard, Annie.",9.78E+12,1
Living dead in Dallas,Book,"Harris, Charlaine.",9780441016730 0441016731,1
Living faith,Book,"Carter, Jimmy,",0812927362 (alk. paper),1
Living green,Book,"Orme, Helen.",9781597167284 (library binding) 1597167282 (library binding),1
Living in a refugee camp : Carbino's story,Book,"Dalton, David",083685960X,1
Living in colonial America,Book,,0737717300 (pbk. : alk. paper)\0737717297 (lib. : alk. paper),1
Living in the time of Jesus of Nazareth,Book,"Connolly, Peter",,1
"Living language common usage dictionary : German-English, English-German",Book,"Martin, Genevieve A.",0517557827 (pbk.) :,1
A living mystery : the international art & history of crochet,Book,"Potter, Annie Louise.",1879409003,1
Living on Mars,Book,"Lawrence, Ellen,",9781642801774 (library),1
Living on the street : Hamilton's story,Book,"Hynson, Colin",0836859618 (lib. bdg.) 9780836859614 (lib. bdg.),1
Living proof :    an autobiography.,Book,"Williams, Hank, 1949-",440052130,1
Living rich by spending smart : how to get more of what you really want,Book,"Karp, Gregory.",0132350092 (pbk. : alk. paper) 9780132350099 (pbk. : alk. paper),1
Living somewhere between estrogen and death,Book,"Johnson, Barbara",849936535,1
Living successfully with screwed-up people,Book,"Brown, Elizabeth B.",9780800732882 (pbk.),1
Living sunlight : how plants bring the earth to life,Book,"Bang, Molly.",9780545044226   0545044227   9780545227131,1
Living things.,Book,"Lambert, Mark, 1946-",382091833,1
Living to Be 100,Book,"Boswell, Robert",679430636,1
Living with a wild God : a nonbeliever's search for the truth about everything,Book,"Ehrenreich, Barbara,",9781455501762 (hardcover),1
Living with AIDS : Mary's story,Book,"Howard, Helen",0836859626 (lib. bdg.) 9780836859621 (lib. bdg.),1
Living with anxiety disorders,Book,"Hand, Carol.",9.78E+12,1
Living with blindness.,Book,"Parker, Steve.",0531108430 (lib. bdg.),1
Living with confidence in a chaotic world,Book,"Jeremiah, David",9780849919626 (hardcover) : 0849919622 (hardcover),1
Living with deafness,Book,"Taylor, Barbara,",0531108422 (lib. bdg.),1
Living with eating disorders,Book,"Foran, Racquel.",9.78E+12,1
Living with lace,Book,"Niles, Bo.",155670156X,1
Living with the dead,Book,"Armstrong, Kelley.",9780553806649 (hardcover) 0553806645 (hardcover),1
Living with the Himalayan masters,Book,"Hama, Swami",893891568,1
Livingstone Mouse,Book,"Edwards, Pamela Duncan.",0060258691 0060258705 (lib. bdg.),1
Livvie's song,Book,"MacLaren, Sharlene,",9781603742122 (trade pbk. : alk. paper),1
Lizards,Book,"Matero, Robert",,1
Lizards,Book,"O'Shea, Mark",9.78E+12,1
Lizzie and the Redcoat : stirrings of revolution in the American Colonies,Book,"Miller, Susan Martins.",1597891010 (pbk.) 9781597891011,1
Lizzie Bright and the Buckminster boy,Book,"Schmidt, Gary D.",618439293,1
Lizzie's list,Book,"Harrison, Maggie",1564021971,1
Lizzy's dizzy day,Book,"Keenan, Sheila.",0439059631 (pbk.),1
Llama Llama and the bully goat,Book,"Dewdney, Anna,",9780670013951 (hardcover),1
Llama Llama Easter egg,Book,"Dewdney, Anna,",9780451469823 0451469828,1
Llama Llama gives thanks,Book,"Dewdney, Anna.",9781101997154 110199715X,1
Llama Llama gram and grandpa,Book,"Dewdney, Anna,",9780670013968 067001396X,1
Llama Llama holiday drama,Book,"Dewdney, Anna.",9780670011612 9780545500531,1
Llama Llama home with Mama,Book,"Dewdney, Anna.",9780670012329 (hardcover : reinforced binding),1
Llama Llama I love you,Book,"Dewdney, Anna,",9.78E+12,1
Llama llama jingle bells,Book,"Dewdney, Anna,",9780451469809 (board bk.) 0451469801 (board bk.),1
Llama Llama loses a tooth,Book,"Dewdney, Anna,",9781524785031 1524785032 9781524785024 1524785024 9781544405094 154440509X 9780606408820 0606408827,1
Llama Llama loves to read,Book,"Dewdney, Anna,",9780670013975 0670013978,1
Llama Llama mad at Mama,Book,"Dewdney, Anna.",9780670062409  0670062405,1
Llama Llama misses Mama,Book,"Dewdney, Anna.",9780670061983 (hardcover) 0670061980 (hardcover),1
Llama Llama time to share,Book,"Dewdney, Anna.",9780670012336 (hardback),1
Llama Llama trick or treat,Book,"Dewdney, Anna,",9780451469786 (boardbook) 045146978X (boardbook),1
"Llama Llama, wakey wake",Book,"Dewdney, Anna.",9.78E+12,1
"Llama, llama red pajama",Book,"Dewdney, Anna.",0670059838  9780670059836,1
LMNO peas,Book,"Baker, Keith,",9781416991410 (hardcover : alk. paper) 1416991417 (hardcover : alk. paper),1
Loamhedge : a tale from Redwall,Book,"Jacques, Brian.",399237240,1
The Loch,Book,"Alten, Steve.",9.78E+12,1
Lock & key,Book,"Tchudi, Stephen, 1942-",684193639,1
"Lock, stock, and over a barrel",Book,"Carlson, Melody,",9781433679308 (pbk.) 1433679302 (pbk.),1
Locked in the library!,Book,"Brown, Marc Tolon.",0316115576 0316115584 (pbk.),1
Locked inside,Book,"Werlin, Nancy.",0440228298 :,1
Locker 13,Book,"Stine, R. L.",0064409007 (pbk.),1
Locker hero,Book,"Russell, Rachel Ren©be,",9781481460019 1481460013 9781518208867 (Paw Prints) 151820886X (Paw Prints),1
The locket : a novel,Book,"Evans, Richard Paul.",684834731,1
Locomotive,Book,"Floca, Brian,",9.78E+12,1
Locust Hill,Book,"Kirk, Mary Wallace.",0817353143 :,1
The lodge on Holly Road,Book,"Roberts, Sheila,",9780778316619 0778316610,1
A log's life,Book,"Pfeffer, Wendy",689806361,1
